micros,ax,ay,az,gx,gy,gz
144000,-792,752,16676,99,-286,-4
146000,-876,804,16836,94,-289,-52
148000,-840,796,16952,112,-284,14
150000,-828,800,17004,110,-290,-5
152000,-820,780,16852,116,-288,-6
154000,-756,752,16772,110,-258,5
156004,-824,692,16808,134,-313,-6
158000,-820,760,16712,142,-274,-30
160000,-808,704,16616,120,-323,-13
162000,-684,764,16600,133,-310,-18
164004,-696,796,16584,110,-305,-26
166000,-680,720,16604,149,-333,-13
168000,-672,736,16540,120,-291,-36
170000,-668,796,16548,112,-279,-33
172000,-700,784,16692,78,-314,-14
174000,-712,652,16572,103,-281,-25
176000,-716,732,16568,136,-292,-15
178000,-724,752,16592,100,-294,0
180000,-752,820,16580,128,-248,3
182000,-776,756,16620,79,-284,-38
184000,-808,704,16868,95,-250,-6
186000,-880,756,16712,123,-249,-14
188000,-836,696,16752,108,-314,-43
190000,-796,728,16820,108,-323,-6
192000,-788,740,16796,123,-290,-11
194000,-748,696,16736,96,-297,-3
196000,-792,760,16720,108,-322,-9
198000,-780,724,16804,93,-288,-39
200000,-728,772,16584,96,-287,4
202000,-728,736,16624,139,-311,-26
204004,-716,748,16412,101,-318,-19
206000,-756,744,16336,149,-272,-7
208000,-672,692,16484,98,-275,-26
210000,-744,736,16660,140,-285,-8
212004,-788,764,16872,109,-274,-15
214000,-724,796,16960,126,-268,-34
216000,-788,748,16884,124,-270,-19
218000,-788,784,16756,107,-266,18
220000,-788,728,16700,85,-300,-13
222000,-820,784,16576,109,-283,-27
224000,-740,784,16496,117,-276,-17
226000,-716,772,16620,90,-283,-6
228000,-744,720,16592,100,-298,-18
230000,-700,708,16632,102,-296,-6
232004,-736,680,16596,95,-288,-20
234000,-692,676,16632,115,-278,6
236000,-672,680,16628,115,-296,-2
238000,-696,676,16728,151,-279,-27
240000,-712,724,16712,120,-298,-11
242000,-756,768,16660,112,-295,-30
244000,-804,760,16576,117,-285,-35
246004,-884,728,16880,99,-273,2
248000,-832,832,16784,132,-268,-4
250000,-856,740,16644,123,-268,-55
252000,-736,780,16648,97,-306,15
254004,-776,712,16664,111,-307,-19
256000,-704,692,16648,121,-278,-29
258000,-684,736,16676,159,-322,-37
260000,-696,748,16644,120,-319,-18
262000,-684,768,16724,145,-298,-27
264000,-748,740,16688,131,-286,-36
266000,-736,744,16664,119,-291,-30
268000,-756,780,16760,103,-274,-26
270000,-772,732,16600,102,-281,0
272000,-704,792,16512,80,-251,-33
274000,-764,784,16576,97,-237,-16
276000,-744,804,16564,118,-289,7
278000,-732,840,16636,164,-285,0
280000,-792,740,16604,97,-257,-15
282000,-816,788,16748,75,-266,1
284004,-836,736,16648,114,-277,-42
286000,-856,716,16768,95,-310,-9
288000,-828,740,16764,134,-316,-18
290000,-716,732,16720,134,-271,6
292000,-716,712,16568,130,-306,-33
294004,-700,752,16648,98,-316,-23
296000,-740,728,16664,114,-273,-11
298000,-772,748,16584,77,-278,-24
300000,-672,672,16540,97,-281,-9
302000,-768,760,16532,134,-273,-25
304000,-724,712,16480,86,-286,-10
306000,-704,764,16640,138,-267,-23
308000,-728,628,16624,109,-263,-24
310004,-744,712,16552,112,-284,-37
312004,-816,736,16816,116,-295,2
314000,-812,760,16800,124,-286,-22
316000,-792,880,16824,95,-284,-11
318000,-824,792,16748,129,-286,-19
320000,-800,784,16528,137,-268,-23
322000,-732,752,16620,126,-283,-1
324000,-768,728,16648,114,-282,-13
326000,-752,728,16596,126,-278,-26
328000,-740,704,16396,121,-293,-2
330000,-752,776,16596,108,-293,-14
332000,-744,728,16688,135,-320,-24
334000,-752,752,16676,90,-295,-30
336000,-740,732,16696,122,-316,-26
338000,-732,780,16784,102,-276,12
340000,-792,784,16696,62,-302,-14
342000,-848,752,16692,115,-286,-17
344000,-828,840,16736,113,-267,-14
346000,-824,760,16652,156,-304,-7
348000,-832,740,16624,103,-302,-44
350000,-892,760,16684,145,-289,-35
352000,-704,740,16772,123,-308,-30
354000,-724,708,16616,72,-255,-34
356000,-704,756,16612,113,-317,-24
358000,-752,744,16712,101,-309,-18
360004,-720,692,16588,112,-326,-47
362000,-640,648,16600,137,-283,-5
364000,-636,712,16608,91,-270,-5
366000,-672,648,16736,120,-317,-19
368000,-748,716,16716,100,-276,-33
370000,-736,756,16564,126,-231,-35
372000,-752,764,16572,147,-277,-33
374000,-856,760,16644,93,-294,-2
376000,-840,752,16660,97,-281,-28
378000,-788,728,16536,88,-271,-27
380000,-804,672,16632,129,-248,7
382004,-784,744,16840,100,-271,-44
384000,-788,780,16756,128,-309,-9
386000,-808,744,16704,73,-309,-48
388000,-848,716,16628,109,-233,-33
390004,-804,724,16836,120,-293,11
392000,-756,768,16692,132,-317,-43
394000,-780,732,16664,146,-317,0
396000,-704,760,16584,88,-285,-29
398000,-724,768,16488,113,-294,-48
400000,-736,696,16560,115,-304,-32
402000,-752,652,16524,114,-279,17
404000,-684,792,16524,118,-293,-29
406000,-776,704,16684,109,-304,8
408004,-700,712,16684,101,-274,-24
410000,-728,708,16832,104,-277,-29
412004,-744,800,16684,132,-288,-11
414000,-760,796,16760,140,-295,-24
416000,-732,760,16660,115,-275,-17
418000,-784,740,16680,125,-288,-11
420000,-740,736,16604,112,-317,-11
422004,-804,704,16616,138,-261,11
424000,-724,692,16708,132,-275,-27
426000,-736,692,16592,95,-305,-19
428000,-680,732,16704,93,-333,-14
430000,-756,684,16884,88,-253,-28
432000,-732,752,16744,94,-282,-26
434000,-740,780,16808,80,-358,-45
436000,-824,800,16684,148,-278,-11
438000,-856,784,16620,118,-264,-6
440004,-816,768,16572,90,-292,7
442004,-820,780,16644,122,-268,-10
444000,-836,808,16520,136,-298,-15
446000,-776,772,16472,121,-313,7
448000,-784,804,16620,112,-321,-19
450000,-848,784,16640,110,-320,-1
452000,-764,756,16656,78,-275,8
454000,-696,716,16648,102,-304,-18
456000,-704,732,16640,115,-313,-10
458000,-716,756,16612,133,-287,-35
460000,-724,732,16712,89,-319,-28
462000,-744,700,16596,123,-272,18
464000,-680,736,16652,114,-299,10
466000,-728,728,16664,100,-298,5
468000,-752,772,16600,103,-274,-12
470000,-760,752,16608,107,-319,1
472000,-800,736,16620,121,-295,-14
474000,-784,788,16636,106,-292,-9
476000,-796,744,16780,126,-290,-27
478000,-812,680,16628,105,-285,-26
480004,-752,752,16688,125,-281,-38
482000,-816,736,16732,128,-291,-4
484000,-756,736,16740,117,-286,2
486000,-808,720,16688,138,-290,-3
488000,-776,772,16784,100,-306,-5
490000,-760,780,16640,106,-296,-45
492000,-792,776,16604,112,-271,-3
494000,-776,668,16568,139,-289,-9
496000,-688,724,16572,114,-289,-3
498000,-744,712,16608,104,-290,-54
500000,-704,732,16676,110,-292,-29
502000,-768,736,16648,86,-325,-30
504004,-724,788,16556,94,-297,-32
506000,-720,776,16560,91,-226,-30
508000,-740,820,16644,110,-310,-19
510004,-776,772,16748,120,-276,4
512000,-784,816,16652,98,-298,-24
514000,-756,776,16640,93,-266,-1
516000,-808,744,16640,113,-308,-3
518000,-808,760,16532,118,-275,5
520000,-772,740,16564,121,-277,-13
522000,-748,720,16568,139,-336,10
524000,-784,676,16656,94,-326,-26
526000,-728,712,16652,126,-276,-16
528000,-672,684,16620,101,-309,-17
530000,-676,788,16636,96,-305,-14
532000,-764,724,16748,110,-293,-49
534000,-756,748,16720,96,-295,8
536000,-712,700,16700,113,-315,-5
538000,-804,736,16744,103,-259,-10
540004,-856,744,16668,112,-297,-25
542000,-804,724,16544,67,-270,1
544000,-744,700,16588,103,-276,-26
546000,-776,780,16584,130,-303,-3
548000,-732,776,16600,119,-307,-9
550004,-748,812,16664,124,-279,-10
552000,-704,784,16632,122,-265,-14
554000,-688,744,16640,103,-275,-3
556000,-756,740,16752,133,-317,-62
558000,-724,768,16612,111,-294,-11
560000,-804,792,16608,121,-266,-14
562000,-816,768,16528,106,-293,-19
564000,-788,768,16524,90,-312,1
566000,-832,784,16660,140,-277,-31
568004,-864,712,16684,147,-300,28
570000,-772,744,16688,105,-292,14
572000,-748,748,16784,120,-272,-22
574000,-720,664,16736,100,-281,5
576000,-780,728,16672,107,-290,7
578000,-772,788,16728,106,-257,-49
580000,-768,744,16720,83,-308,-20
582000,-772,744,16664,110,-305,-12
584000,-692,800,16604,133,-296,-32
586000,-800,776,16616,104,-281,14
588000,-836,632,16652,117,-299,-3
590000,-784,720,16616,119,-284,-14
592000,-808,640,16516,121,-273,-39
594000,-732,680,16628,108,-263,-9
596000,-720,668,16528,149,-290,2
598000,-700,676,16648,129,-320,-9
600000,-712,752,16692,101,-264,-33
602000,-724,792,16740,124,-282,11
604000,-748,776,16684,129,-274,-7
606000,-736,716,16748,120,-285,4
608004,-732,780,16764,114,-262,4
610000,-720,740,16704,91,-307,0
612000,-704,760,16564,94,-294,-21
614000,-744,736,16480,95,-245,-17
616000,-736,692,16620,131,-289,-31
618000,-668,720,16448,116,-308,13
620000,-720,784,16492,101,-250,13
622000,-808,768,16676,124,-289,14
624000,-796,752,16732,140,-283,-10
626000,-752,744,16812,113,-293,-14
628000,-788,772,16712,87,-285,7
630000,-756,796,16692,125,-297,-46
632000,-880,696,16648,113,-313,10
634000,-724,728,16632,134,-329,-10
636000,-768,768,16752,89,-257,-16
638000,-760,740,16528,148,-298,-41
640000,-744,716,16784,102,-313,-21
642000,-864,724,16688,115,-267,-29
644000,-772,764,16728,115,-296,11
646000,-752,704,16804,126,-282,-14
648000,-792,684,16688,101,-291,-1
650000,-748,756,16700,105,-303,-6
652000,-712,732,16640,123,-314,7
654000,-816,748,16656,91,-277,-47
656000,-744,804,16608,124,-289,-26
658000,-776,720,16612,119,-268,3
660000,-728,776,16648,125,-276,-34
662000,-816,748,16616,126,-302,-15
664004,-776,760,16572,104,-312,-23
666000,-804,796,16600,102,-275,-28
668004,-776,728,16708,106,-277,11
670000,-736,704,16616,124,-300,12
672000,-788,704,16700,111,-297,-17
674000,-788,728,16816,108,-267,-15
676000,-728,808,16724,123,-288,-29
678004,-800,712,16732,96,-339,-65
680000,-796,804,16684,119,-300,-36
682000,-776,756,16600,138,-281,20
684000,-772,724,16608,118,-294,-53
686000,-780,700,16524,94,-287,-9
688000,-792,720,16420,138,-280,-13
690000,-760,664,16596,131,-290,2
692000,-784,776,16656,114,-324,2
694000,-708,756,16732,102,-321,-8
696000,-684,712,16744,112,-290,-21
698000,-772,792,16704,94,-266,-29
700000,-744,724,16792,137,-319,-24
702000,-820,792,16652,97,-301,7
704000,-756,728,16596,124,-297,-20
706000,-752,760,16608,116,-303,-43
708000,-768,760,16660,105,-313,-3
710000,-732,692,16588,105,-306,9
712000,-716,668,16620,113,-318,-10
714000,-736,656,16660,98,-288,4
716000,-748,748,16652,120,-287,-27
718000,-744,772,16664,112,-289,-8
720000,-752,704,16704,135,-267,8
722000,-732,764,16716,93,-295,-41
724000,-784,824,16748,103,-330,5
726000,-752,752,16720,126,-288,-10
728000,-752,732,16756,111,-285,-8
730000,-768,748,16744,103,-297,-18
732000,-768,668,16732,116,-260,-33
734000,-796,732,16572,133,-314,-40
736000,-764,728,16664,134,-261,-19
738000,-768,736,16704,100,-280,9
740000,-776,740,16764,112,-257,-18
742000,-756,700,16764,143,-278,-18
744000,-736,728,16672,76,-322,-16
746000,-784,776,16656,124,-297,-8
748000,-756,764,16660,139,-261,-39
750000,-804,780,16684,102,-302,-24
752000,-744,700,16696,126,-316,27
754000,-772,728,16584,101,-261,-21
756000,-768,788,16520,130,-310,-3
758000,-684,752,16524,134,-310,-41
760000,-788,748,16564,101,-285,-39
762000,-708,776,16672,109,-323,-4
764000,-724,736,16696,91,-284,-25
766004,-712,772,16716,142,-307,6
768000,-816,724,16656,132,-328,-36
770000,-780,740,16656,82,-281,-37
772000,-696,756,16692,97,-283,-10
774000,-736,736,16776,109,-282,-13
776000,-788,756,16780,113,-286,-9
778000,-792,804,16700,114,-295,-36
780000,-840,764,16588,102,-292,-20
782000,-792,696,16620,108,-254,5
784000,-724,728,16576,115,-280,-7
786000,-796,712,16608,115,-300,-18
788000,-812,716,16624,116,-335,-31
790000,-772,768,16596,142,-276,-60
792000,-776,752,16648,96,-268,-3
794000,-756,760,16716,133,-279,15
796004,-772,744,16656,114,-254,-8
798000,-792,808,16628,93,-286,-13
800000,-756,760,16668,131,-308,5
802000,-784,768,16684,94,-272,-25
804000,-768,700,16696,136,-310,2
806000,-804,704,16580,111,-275,-38
808000,-708,696,16624,114,-263,10
810000,-800,704,16748,86,-275,-46
812000,-720,756,16648,94,-291,9
814000,-780,764,16728,110,-295,12
816000,-728,772,16676,85,-295,-32
818000,-816,784,16816,85,-283,-13
820000,-784,824,16740,114,-307,-22
822000,-756,776,16704,111,-312,-33
824000,-740,768,16680,107,-279,-21
826000,-736,744,16704,120,-298,-7
828000,-824,792,16520,115,-287,-34
830000,-732,764,16512,95,-285,-17
832000,-784,736,16524,135,-306,-14
834000,-748,788,16532,108,-310,-70
836000,-788,744,16696,129,-295,-11
838000,-720,724,16636,106,-270,1
840000,-780,772,16708,116,-296,-4
842000,-800,732,16688,130,-324,-29
844000,-796,776,16708,110,-302,-15
846000,-748,760,16664,113,-270,9
848000,-756,748,16616,77,-288,-31
850000,-732,736,16772,137,-292,-3
852000,-796,704,16672,120,-306,2
854000,-808,768,16712,136,-269,-23
856000,-788,708,16560,97,-292,-17
858000,-780,780,16612,136,-306,-32
860000,-780,744,16588,91,-280,-15
862000,-748,784,16684,101,-287,1
864004,-764,688,16604,124,-295,-5
866000,-796,784,16768,96,-316,-25
868004,-716,764,16664,108,-285,-6
870000,-748,784,16696,150,-282,-33
872004,-760,700,16624,87,-291,10
874000,-804,724,16672,129,-315,-12
876000,-716,728,16592,119,-313,-11
878000,-772,776,16588,125,-307,-3
880000,-788,780,16688,107,-298,-38
882000,-776,744,16732,98,-306,-24
884000,-784,756,16688,114,-261,-14
886000,-788,688,16692,125,-332,-22
888000,-760,748,16632,124,-301,9
890000,-768,844,16716,142,-300,-6
892000,-756,752,16736,88,-303,-41
894000,-736,796,16616,78,-268,-36
896000,-700,788,16572,114,-280,-16
898000,-772,808,16684,134,-266,1
900000,-692,732,16660,84,-276,-32
902000,-744,700,16636,104,-274,-7
904000,-724,772,16704,113,-282,-23
906000,-740,736,16600,122,-296,-22
908000,-772,720,16664,109,-260,-1
910000,-808,776,16676,74,-278,-17
912000,-748,760,16700,131,-282,-32
914000,-692,732,16776,136,-277,-8
916000,-748,728,16700,78,-279,3
918000,-776,752,16700,109,-295,-39
920004,-772,784,16680,134,-261,-44
922000,-732,716,16720,112,-300,-31
924004,-780,748,16504,85,-281,-48
926000,-784,768,16580,108,-305,-14
928000,-744,740,16696,96,-273,-11
930000,-772,720,16624,162,-279,-40
932000,-804,732,16640,124,-284,-11
934000,-756,784,16700,111,-298,-36
936000,-744,796,16624,141,-284,-17
938000,-752,700,16776,135,-282,-10
940000,-784,728,16732,106,-282,-4
942000,-744,808,16740,110,-299,-32
944000,-776,756,16684,120,-305,4
946000,-816,776,16632,98,-276,-38
948000,-748,760,16564,95,-278,-20
950000,-812,784,16676,86,-279,15
952000,-748,828,16660,70,-331,11
954000,-736,804,16820,142,-342,-36
956000,-744,724,16676,91,-258,-34
958000,-780,708,16732,124,-276,-52
960000,-752,692,16652,107,-291,5
962000,-712,716,16620,99,-309,3
964000,-700,676,16560,87,-290,-24
966000,-752,752,16620,117,-270,-20
968000,-816,744,16640,72,-281,17
970000,-824,776,16660,107,-280,-13
972000,-780,744,16692,103,-281,-50
974000,-764,728,16632,137,-248,-6
976000,-824,732,16596,114,-292,10
978000,-816,792,16732,77,-294,-25
980000,-788,692,16720,116,-278,4
982000,-720,744,16660,117,-290,-46
984000,-784,732,16704,102,-309,19
986000,-740,768,16720,112,-287,-16
988000,-704,796,16684,116,-303,-28
990000,-808,732,16732,141,-298,-21
992004,-736,732,16620,140,-249,-11
994004,-780,736,16576,136,-310,-41
996000,-808,728,16744,80,-286,-32
998000,-748,768,16664,115,-301,-11
1000004,-760,744,16676,101,-311,5
1002000,-740,716,16616,99,-286,-11
1004000,-748,716,16804,113,-298,0
1006000,-780,696,16760,148,-286,-31
1008000,-720,764,16632,130,-264,-28
1010000,-760,800,16708,95,-269,-11
1012000,-704,732,16636,102,-273,-16
1014000,-744,780,16516,112,-294,-18
1016000,-708,768,16680,101,-303,-34
1018000,-756,672,16720,93,-301,31
1020000,-732,720,16632,112,-287,-7
1022000,-740,732,16584,113,-293,-23
1024000,-756,772,16700,102,-246,20
1026000,-780,780,16700,107,-307,-2
1028000,-772,724,16644,115,-296,1
1030000,-688,728,16652,142,-257,-18
1032000,-768,716,16772,112,-290,-17
1034000,-772,656,16700,141,-282,-19
1036000,-800,716,16664,91,-306,5
1038000,-756,724,16584,105,-286,-27
1040000,-792,756,16736,97,-283,-27
1042000,-748,760,16704,125,-320,-9
1044000,-788,796,16580,110,-270,-12
1046000,-708,816,16632,138,-297,-12
1048004,-700,752,16764,125,-292,-16
1050000,-820,752,16732,119,-262,-34
1052004,-808,716,16736,91,-295,-12
1054004,-744,740,16688,117,-303,-45
1056000,-736,760,16580,107,-305,-11
1058000,-696,752,16620,89,-280,-2
1060004,-688,732,16580,142,-283,-72
1062000,-760,732,16624,111,-274,-24
1064000,-756,768,16584,132,-297,-32
1066000,-820,796,16700,137,-280,-13
1068000,-764,716,16596,99,-266,-32
1070000,-800,680,16628,118,-293,-10
1072000,-844,756,16768,125,-273,-31
1074000,-764,792,16588,92,-277,-31
1076000,-772,696,16632,111,-268,-27
1078000,-724,724,16688,130,-270,-25
1080000,-756,736,16760,113,-271,-20
1082000,-692,784,16660,108,-277,-44
1084000,-712,768,16756,116,-299,-7
1086000,-752,716,16748,129,-281,-8
1088000,-796,692,16736,103,-301,7
1090000,-736,788,16708,107,-277,-25
1092000,-764,696,16740,113,-301,-23
1094000,-760,704,16716,131,-292,-2
1096000,-796,736,16580,132,-322,-4
1098000,-760,772,16576,107,-300,-35
1100000,-760,776,16680,130,-289,-6
1102000,-760,796,16644,111,-313,-15
1104000,-800,688,16636,130,-282,-12
1106000,-772,776,16708,123,-256,-16
1108000,-736,804,16732,119,-273,-35
1110000,-748,756,16588,157,-299,1
1112000,-780,780,16596,99,-294,-1
1114000,-732,776,16624,88,-290,-48
1116000,-784,748,16600,131,-281,-10
1118000,-780,716,16588,85,-265,-11
1120000,-772,800,16596,111,-286,-30
1122000,-780,752,16644,104,-307,-1
1124000,-820,728,16736,108,-322,-30
1126000,-768,684,16620,119,-273,-9
1128000,-776,756,16612,131,-318,-9
1130000,-816,724,16672,101,-276,-42
1132000,-864,760,16696,108,-289,-2
1134000,-772,728,16680,118,-279,-32
1136000,-776,764,16616,103,-296,-25
1138000,-748,748,16660,160,-303,-36
1140000,-780,760,16680,129,-279,-27
1142000,-756,808,16572,112,-283,-10
1144004,-740,760,16796,143,-268,-18
1146000,-748,752,16696,121,-317,-22
1148000,-752,716,16648,99,-312,-2
1150004,-756,716,16596,93,-247,-22
1152000,-724,716,16668,113,-270,4
1154000,-748,728,16828,84,-280,5
1156000,-760,792,16676,97,-292,-22
1158000,-708,740,16660,116,-281,-7
1160000,-700,748,16668,128,-277,12
1162000,-772,720,16672,104,-308,-8
1164000,-804,784,16576,124,-285,-15
1166000,-704,724,16680,112,-277,-26
1168000,-708,792,16676,122,-269,-28
1170000,-816,704,16616,141,-269,-33
1172000,-740,716,16676,138,-290,-31
1174000,-788,720,16664,60,-288,-10
1176000,-780,732,16644,120,-296,-33
1178000,-772,664,16656,119,-301,-16
1180004,-728,744,16704,98,-272,-49
1182000,-724,728,16656,84,-287,-18
1184000,-716,780,16680,98,-279,-41
1186000,-764,764,16584,133,-278,-32
1188000,-760,832,16720,117,-307,-55
1190004,-788,772,16748,106,-288,-5
1192000,-720,792,16700,98,-287,-34
1194000,-688,748,16596,120,-284,-23
1196000,-772,792,16636,128,-332,-7
1198000,-724,724,16692,90,-314,-12
1200000,-760,768,16680,113,-257,-13
1202000,-748,716,16704,100,-325,-31
1204000,-692,768,16692,111,-306,5
1206000,-788,712,16712,135,-277,-59
1208000,-768,848,16708,106,-273,-36
1210000,-716,804,16724,109,-281,-7
1212000,-756,712,16724,146,-302,-32
1214000,-728,740,16564,150,-266,-39
1216000,-732,776,16592,89,-296,-11
1218000,-720,732,16648,119,-284,25
1220000,-712,764,16688,108,-294,-21
1222000,-696,752,16704,130,-292,-45
1224000,-688,784,16664,128,-271,-22
1226000,-728,764,16688,119,-306,-55
1228000,-784,816,16724,114,-265,-57
1230000,-768,752,16648,118,-285,-5
1232000,-724,716,16652,108,-271,-31
1234000,-772,748,16588,89,-265,-17
1236000,-716,748,16692,118,-274,-28
1238000,-820,736,16552,115,-283,-35
1240000,-756,760,16684,103,-275,-49
1242000,-724,720,16608,123,-305,17
1244000,-784,736,16640,123,-272,-23
1246000,-776,768,16572,87,-279,9
1248000,-684,684,16576,131,-285,-3
1250000,-788,756,16572,86,-303,-21
1252000,-760,680,16616,82,-265,-6
1254000,-796,828,16724,125,-297,-30
1256004,-748,756,16764,120,-297,-12
1258000,-820,772,16644,139,-271,-1
1260000,-784,772,16644,112,-294,-2
1262000,-800,776,16668,114,-260,-36
1264000,-720,752,16688,105,-273,-34
1266000,-752,744,16644,170,-307,-26
1268000,-716,800,16612,103,-293,-35
1270000,-804,704,16636,124,-306,-38
1272000,-740,756,16724,134,-277,-29
1274000,-744,808,16592,87,-281,-15
1276000,-808,724,16660,105,-302,15
1278000,-816,776,16640,97,-294,-32
1280000,-752,732,16748,111,-268,-4
1282000,-796,740,16628,128,-306,-54
1284000,-672,776,16608,89,-275,-18
1286000,-716,760,16680,81,-258,-8
1288000,-708,736,16656,115,-256,-6
1290000,-792,712,16720,94,-291,-20
1292000,-792,732,16720,94,-296,-24
1294000,-740,768,16712,125,-271,1
1296000,-812,776,16688,100,-283,-12
1298000,-732,700,16680,103,-299,15
1300000,-792,716,16656,124,-306,14
1302000,-772,692,16796,138,-268,-18
1304000,-748,716,16752,76,-311,4
1306000,-732,760,16640,127,-283,-29
1308004,-836,712,16640,113,-264,-22
1310000,-768,728,16584,104,-304,-50
1312000,-768,708,16492,121,-293,-32
1314000,-688,712,16548,108,-281,-38
1316004,-700,752,16664,127,-295,-16
1318000,-820,760,16708,101,-342,-14
1320000,-696,752,16576,110,-278,-25
1322000,-736,772,16628,87,-294,-30
1324000,-800,732,16724,103,-269,-5
1326000,-708,684,16756,126,-289,-9
1328000,-804,716,16700,112,-301,10
1330000,-740,788,16748,132,-291,-13
1332000,-740,804,16720,114,-267,-12
1334000,-796,768,16712,86,-294,-40
1336000,-840,724,16596,130,-280,-42
1338000,-672,752,16680,120,-282,-15
1340000,-756,704,16640,127,-267,-3
1342000,-740,740,16680,123,-297,-25
1344000,-756,728,16644,125,-315,-8
1346000,-672,736,16672,130,-305,-14
1348000,-752,752,16656,91,-278,-22
1350000,-736,752,16564,132,-249,-56
1352000,-660,732,16660,95,-297,6
1354000,-748,760,16560,121,-307,-35
1356000,-784,764,16648,129,-277,-48
1358000,-768,808,16688,112,-287,1
1360000,-752,756,16656,113,-305,5
1362000,-724,748,16604,89,-314,-4
1364000,-732,796,16576,141,-310,-13
1366000,-724,764,16652,156,-250,-29
1368000,-692,808,16832,119,-305,-39
1370000,-680,708,16668,111,-301,-31
1372000,-736,760,16776,124,-306,-23
1374000,-704,760,16720,116,-300,1
1376000,-760,772,16804,128,-286,3
1378000,-776,768,16696,130,-297,4
1380000,-804,732,16704,99,-294,-20
1382000,-784,816,16672,89,-268,-33
1384004,-760,756,16576,123,-262,-29
1386000,-796,744,16604,118,-248,-6
1388000,-784,696,16588,95,-306,22
1390000,-744,760,16612,106,-322,-20
1392000,-760,768,16516,109,-279,-24
1394000,-720,780,16624,116,-264,-14
1396000,-708,736,16676,90,-297,11
1398000,-792,784,16724,105,-298,-6
1400000,-816,756,16712,101,-285,-40
1402000,-772,712,16648,110,-286,-14
1404000,-744,712,16652,114,-249,-6
1406000,-780,824,16616,122,-309,-31
1408000,-716,708,16668,126,-292,6
1410000,-732,700,16480,117,-294,-2
1412000,-712,732,16692,74,-312,-25
1414000,-724,716,16652,115,-278,-16
1416000,-712,724,16736,133,-267,-7
1418000,-692,796,16716,123,-281,-22
1420000,-776,740,16812,137,-343,-26
1422000,-720,688,16664,112,-276,-17
1424000,-788,708,16704,131,-340,-25
1426000,-808,712,16760,109,-297,-17
1428000,-760,748,16548,133,-273,-11
1430000,-768,720,16692,80,-268,-14
1432000,-816,768,16708,107,-253,8
1434000,-804,748,16664,115,-276,5
1436004,-796,760,16796,120,-312,-21
1438000,-756,760,16668,116,-294,-10
1440000,-784,808,16612,101,-282,-40
1442000,-720,732,16536,92,-302,-8
1444000,-760,704,16652,127,-283,-19
1446004,-768,788,16724,106,-299,10
1448000,-716,768,16568,124,-295,-21
1450000,-752,732,16664,119,-294,-24
1452000,-812,732,16564,80,-283,-33
1454000,-732,760,16612,101,-266,-2
1456000,-748,752,16640,156,-285,-1
1458000,-744,728,16536,125,-317,9
