micros,ax,ay,az,gx,gy,gz
532000,-820,744,16628,110,-288,-3
534000,-780,752,16716,108,-277,4
536000,-772,780,16668,105,-300,-22
538000,-816,680,16680,94,-288,-17
540000,-816,812,16592,119,-301,14
542000,-808,676,16656,96,-261,-37
544000,-772,680,16648,149,-265,-28
546000,-812,676,16728,99,-306,-10
548000,-804,664,16684,110,-285,-8
550000,-796,728,16640,155,-294,-28
552000,-800,704,16768,136,-307,-9
554000,-792,708,16696,76,-299,-33
556000,-784,708,16552,91,-278,-17
558000,-740,700,16656,105,-293,-36
560004,-776,788,16676,99,-252,-41
562000,-728,704,16576,108,-284,23
564000,-776,720,16564,124,-299,-5
566000,-836,736,16548,86,-272,-30
568000,-776,652,16720,72,-257,-27
570000,-832,664,16608,139,-283,-21
572000,-768,644,16644,129,-290,-21
574000,-768,724,16660,109,-277,19
576004,-768,700,16724,122,-274,-16
578000,-788,684,16636,91,-287,-15
580000,-776,728,16644,127,-273,-19
582000,-728,692,16580,114,-309,-18
584000,-740,728,16624,120,-265,-25
586000,-760,672,16656,86,-308,-12
588000,-812,700,16684,126,-309,9
590000,-764,704,16604,128,-238,-39
592000,-808,736,16688,117,-294,-15
594000,-764,712,16728,121,-314,-25
596000,-772,652,16656,121,-280,-9
598000,-776,712,16572,141,-307,-38
600000,-784,680,16624,145,-315,-37
602000,-740,752,16652,104,-299,-23
604000,-680,700,16712,171,-279,2
606000,-736,640,16680,123,-274,-6
608000,-748,716,16680,117,-300,-30
610000,-824,688,16652,101,-294,4
612004,-760,736,16712,120,-292,-43
614000,-768,676,16696,107,-330,11
616000,-780,740,16664,66,-280,-1
618004,-840,724,16576,118,-301,-9
620000,-844,720,16624,112,-273,-16
622000,-788,720,16576,84,-283,-49
624000,-816,660,16660,117,-290,-11
626000,-792,656,16580,117,-299,1
628000,-768,716,16704,88,-311,-25
630000,-760,636,16556,125,-311,-15
632000,-752,700,16704,125,-305,-18
634000,-812,764,16536,118,-272,-11
636000,-848,724,16708,91,-276,-11
638000,-744,676,16684,91,-290,1
640000,-852,680,16628,94,-311,-6
642000,-788,712,16596,124,-286,5
644000,-800,748,16692,105,-299,-12
646000,-820,664,16664,91,-299,3
648000,-800,648,16700,114,-290,-13
650000,-756,720,16708,130,-313,-23
652000,-808,704,16692,97,-283,4
654000,-728,732,16664,124,-280,-32
656000,-884,752,16576,123,-304,-4
658000,-812,736,16636,126,-276,19
660000,-768,692,16592,115,-303,7
662000,-816,712,16612,112,-322,-1
664000,-824,712,16664,124,-272,-7
666000,-784,692,16616,118,-308,-46
668000,-788,772,16552,124,-291,-10
670000,-860,736,16640,137,-275,27
672000,-800,712,16668,149,-305,-22
674000,-788,704,16720,153,-300,-10
676000,-812,792,16696,108,-296,-36
678000,-768,696,16680,120,-311,-41
680000,-760,728,16648,125,-269,-10
682000,-772,676,16580,82,-302,-23
684004,-792,712,16656,115,-240,3
686000,-784,744,16708,118,-258,-13
688000,-756,696,16844,112,-265,-21
690000,-752,648,16616,102,-297,-28
692000,-752,720,16736,90,-273,-44
694000,-768,652,16724,109,-321,6
696000,-840,740,16648,130,-322,9
698000,-820,744,16592,122,-276,-8
700000,-764,720,16776,123,-284,-10
702000,-764,732,16708,117,-285,0
704000,-816,720,16756,113,-287,-14
706000,-776,688,16580,101,-297,-27
708000,-780,740,16696,92,-296,-31
710000,-832,692,16628,90,-309,-20
712000,-828,688,16628,111,-281,17
714000,-784,680,16652,138,-302,2
716000,-820,720,16684,163,-280,-12
718000,-764,744,16760,129,-308,-17
720000,-808,768,16676,113,-309,-10
722000,-796,708,16696,76,-305,-44
724000,-756,676,16680,113,-295,4
726000,-824,752,16636,145,-283,-27
728000,-804,764,16636,128,-300,-26
730000,-784,740,16556,124,-246,-22
732000,-808,768,16664,107,-297,-51
734004,-788,764,16636,115,-288,-1
736000,-788,672,16648,131,-278,-10
738000,-760,736,16604,100,-295,-8
740000,-832,676,16760,129,-290,-9
742000,-768,724,16628,126,-292,-43
744000,-816,764,16552,142,-272,-18
746004,-792,712,16612,132,-316,-20
748000,-752,716,16568,95,-275,-31
750000,-780,692,16720,96,-307,-1
752000,-824,724,16568,144,-270,-52
754000,-784,732,16624,116,-306,-27
756000,-784,672,16648,156,-273,-5
758000,-776,716,16664,136,-273,1
760000,-736,712,16648,124,-297,-47
762000,-828,668,16588,129,-318,-37
764000,-772,716,16572,103,-294,-11
766000,-712,720,16668,131,-292,-9
768000,-772,724,16584,135,-265,17
770000,-788,680,16664,134,-319,-1
772000,-748,756,16600,120,-293,-15
774000,-788,768,16624,158,-267,-4
776000,-824,756,16760,81,-305,-9
778000,-804,732,16708,116,-300,-15
780004,-852,724,16588,119,-300,-23
782000,-764,708,16696,108,-293,8
784000,-808,716,16640,131,-273,-3
786000,-792,696,16556,138,-289,-14
788000,-800,744,16660,112,-309,-20
790000,-820,704,16628,121,-317,-13
792000,-796,684,16628,128,-318,-54
794000,-816,664,16668,119,-283,15
796000,-780,688,16632,109,-280,-8
798000,-740,732,16792,101,-316,-23
800000,-732,728,16624,92,-299,-4
802000,-748,676,16648,118,-281,-1
804000,-764,668,16656,103,-323,-21
806000,-744,712,16620,89,-277,-3
808000,-744,744,16708,95,-286,2
810000,-780,700,16608,143,-311,-14
812000,-824,712,16656,125,-269,-35
814000,-736,752,16764,116,-299,-26
816000,-788,716,16648,121,-299,-14
818000,-768,672,16588,125,-312,-45
820000,-820,752,16628,140,-269,-9
822000,-752,724,16660,92,-327,-31
824000,-804,728,16632,120,-339,-16
826000,-800,732,16708,96,-263,-2
828000,-852,672,16672,96,-284,-18
830000,-772,724,16616,127,-287,-27
832000,-784,736,16668,127,-294,-19
834000,-900,728,16712,89,-284,12
836000,-852,668,16616,114,-260,-18
838000,-760,736,16640,102,-338,-12
840000,-824,748,16560,101,-303,-33
842000,-788,716,16584,103,-325,-15
844000,-820,680,16596,107,-291,1
846000,-820,692,16740,108,-291,-18
848000,-740,704,16644,108,-268,-10
850000,-828,692,16572,73,-325,-59
852000,-788,728,16688,131,-297,-6
854000,-848,728,16596,91,-299,-21
856000,-768,752,16684,79,-318,2
858000,-828,704,16668,143,-297,16
860000,-804,696,16716,97,-293,-26
862004,-760,744,16688,104,-289,20
864000,-828,708,16596,153,-258,-38
866000,-836,724,16644,112,-298,-1
868000,-780,660,16656,122,-307,-36
870000,-856,720,16644,120,-272,16
872000,-792,756,16624,99,-279,-21
874000,-776,736,16660,147,-280,-17
876000,-784,720,16620,105,-331,0
878000,-748,756,16712,99,-280,-20
880000,-772,708,16616,130,-298,-33
882000,-836,664,16704,115,-304,-16
884000,-804,672,16696,91,-299,-15
886000,-808,664,16628,111,-280,-3
888000,-716,672,16692,153,-318,-21
890000,-832,644,16588,119,-303,-10
892000,-724,688,16596,109,-322,6
894000,-776,660,16720,119,-299,-29
896000,-832,712,16668,129,-271,-50
898000,-788,716,16624,125,-302,20
900000,-796,692,16604,92,-273,-20
902000,-776,680,16548,137,-288,-16
904000,-800,740,16616,110,-307,25
906000,-816,688,16676,102,-299,-1
908000,-812,692,16704,115,-282,-33
910000,-800,664,16672,150,-285,-37
912000,-840,772,16576,98,-316,15
914000,-860,732,16720,118,-286,-17
916000,-760,752,16700,139,-272,-11
918000,-732,720,16672,117,-327,7
920000,-760,708,16632,92,-267,-14
922000,-756,720,16600,152,-286,-10
924000,-752,744,16584,119,-307,-21
926000,-772,684,16680,118,-307,-26
928000,-796,752,16728,115,-266,-3
930000,-848,664,16664,131,-322,-40
932000,-764,684,16644,115,-320,9
934000,-744,772,16588,103,-282,7
936000,-824,712,16636,146,-322,7
938000,-848,720,16712,142,-287,-16
940004,-792,724,16624,102,-297,-21
942000,-776,764,16732,115,-280,-39
944000,-784,684,16624,116,-278,9
946000,-772,696,16660,134,-299,-36
948000,-852,740,16660,117,-272,-20
950000,-804,772,16644,129,-307,-13
952000,-812,696,16656,114,-284,-23
954000,-804,744,16660,115,-255,4
956000,-756,672,16552,143,-314,-30
958000,-752,700,16656,104,-284,-31
960000,-780,624,16616,104,-305,-23
962000,-788,688,16748,125,-340,-11
964000,-788,696,16616,148,-301,-34
966000,-768,736,16616,137,-259,-9
968000,-820,684,16564,110,-285,-6
970000,-800,676,16524,123,-285,-37
972000,-752,696,16620,69,-341,-3
974000,-712,724,16652,105,-286,-29
976000,-776,740,16624,79,-276,-17
978000,-836,692,16644,103,-286,0
980000,-768,804,16636,117,-270,-2
982000,-788,752,16664,133,-305,-43
984000,-852,748,16656,117,-273,-15
986000,-864,704,16628,102,-284,-31
988000,-788,704,16624,121,-286,-45
990004,-784,692,16584,128,-296,17
992000,-800,712,16652,89,-267,-32
994000,-772,736,16476,113,-298,4
996000,-772,692,16732,111,-304,-47
998000,-768,720,16700,126,-299,-1
1000000,-756,736,16572,104,-285,-15
1002000,-848,752,16724,67,-287,-18
1004000,-780,700,16624,142,-297,-37
1006000,-740,676,16556,127,-264,-13
1008000,-844,688,16692,98,-288,-21
1010000,-756,752,16668,110,-288,-11
1012000,-760,748,16652,129,-294,9
1014000,-812,728,16680,146,-320,-9
1016000,-788,620,16640,121,-278,-1
1018000,-812,672,16576,135,-260,5
1020000,-812,732,16672,112,-297,10
1022000,-760,760,16708,95,-294,-19
1024000,-752,700,16612,125,-293,-37
1026000,-840,708,16624,85,-273,-25
1028000,-788,656,16656,88,-309,-46
1030000,-724,704,16552,104,-318,-23
1032000,-796,780,16660,130,-271,-10
1034000,-784,680,16660,94,-289,-15
1036000,-792,680,16664,101,-309,0
1038000,-808,604,16668,86,-281,-37
1040000,-780,648,16672,97,-342,-12
1042000,-744,780,16652,117,-298,-18
1044000,-796,772,16600,126,-253,-19
1046000,-760,732,16612,121,-292,6
1048000,-816,712,16652,108,-294,-32
1050000,-764,688,16644,101,-281,-20
1052000,-796,684,16660,112,-275,-31
1054000,-768,728,16684,107,-295,-11
1056000,-848,744,16668,154,-286,-19
1058000,-816,796,16724,74,-269,-15
1060000,-776,700,16684,88,-284,-26
1062000,-792,696,16536,129,-312,-29
1064000,-748,724,16676,87,-259,-19
1066000,-788,772,16524,134,-292,2
1068000,-756,744,16696,112,-277,-21
1070000,-804,644,16680,120,-289,-24
1072000,-772,700,16676,123,-301,-49
1074000,-844,712,16720,157,-300,-14
1076000,-768,708,16720,94,-313,-14
1078000,-800,684,16704,114,-261,-27
1080000,-808,684,16576,129,-261,-33
1082000,-772,732,16628,114,-284,-28
1084004,-660,636,16624,105,-283,-21
1086000,-728,724,16660,134,-287,-1
1088000,-780,708,16612,125,-284,-21
1090000,-792,728,16664,117,-285,-14
1092000,-740,696,16580,134,-296,-22
1094000,-780,736,16692,107,-254,-13
1096000,-820,748,16656,100,-294,-19
1098000,-764,724,16680,150,-281,-24
1100000,-816,668,16640,108,-310,1
1102000,-784,752,16644,123,-303,-9
1104000,-760,648,16744,94,-304,6
1106000,-740,736,16772,140,-317,-31
1108000,-840,648,16660,129,-273,-28
1110000,-824,672,16632,97,-291,-33
1112000,-764,692,16668,118,-314,-41
1114000,-804,736,16644,89,-278,-15
1116000,-784,728,16620,152,-274,-3
1118000,-796,740,16732,84,-283,-63
1120004,-760,728,16552,112,-308,-15
1122000,-772,672,16748,114,-289,2
1124000,-820,748,16600,92,-309,-34
1126000,-764,652,16648,146,-306,-28
1128000,-812,716,16588,94,-288,-13
1130000,-792,716,16636,95,-287,-3
1132000,-764,760,16636,94,-291,-30
1134000,-816,688,16608,118,-281,-5
1136000,-820,752,16668,118,-285,-27
1138000,-744,728,16608,114,-281,-32
1140000,-804,696,16616,107,-298,-1
1142000,-776,732,16700,138,-305,-35
1144000,-756,668,16704,128,-318,-17
1146000,-792,696,16632,86,-291,-17
1148000,-792,692,16620,149,-306,-44
1150000,-772,824,16596,118,-315,-19
1152000,-812,712,16680,121,-305,-24
1154000,-740,704,16700,128,-297,-19
1156000,-836,720,16548,139,-321,-31
1158000,-796,684,16548,82,-281,-9
1160000,-748,732,16608,129,-307,-54
1162000,-796,676,16632,115,-303,-20
1164000,-764,752,16628,124,-309,9
1166000,-736,812,16684,106,-297,-3
1168000,-756,712,16640,100,-305,-1
1170000,-724,728,16748,150,-284,-58
1172000,-800,720,16608,136,-273,-2
1174000,-828,708,16624,134,-322,10
1176000,-740,772,16684,100,-268,-1
1178000,-800,660,16712,82,-289,-10
1180000,-776,688,16660,115,-272,-15
1182000,-736,700,16668,133,-295,24
1184000,-728,700,16752,119,-291,14
1186000,-788,688,16668,125,-312,-13
1188000,-776,684,16588,98,-321,-37
1190000,-824,684,16576,118,-310,-26
1192000,-816,692,16620,114,-320,-28
1194000,-788,688,16700,117,-283,-7
1196004,-748,724,16612,115,-300,-14
1198000,-756,736,16640,103,-286,19
1200000,-784,736,16552,121,-309,-2
1202000,-788,700,16608,108,-293,-25
1204000,-816,700,16660,106,-307,-9
1206000,-780,656,16628,106,-296,-19
1208000,-820,740,16572,117,-283,24
1210000,-780,740,16628,112,-284,14
1212000,-768,756,16728,134,-301,-36
1214000,-784,732,16660,109,-281,-17
1216000,-828,716,16572,106,-292,-2
1218000,-764,728,16636,105,-295,-37
1220000,-780,680,16648,121,-291,-42
1222000,-752,712,16708,134,-274,-24
1224000,-772,772,16608,112,-288,-34
1226000,-784,756,16660,122,-280,-28
1228000,-824,716,16580,111,-263,-1
1230000,-800,748,16612,80,-284,-25
1232000,-840,708,16600,99,-301,-42
1234000,-804,708,16620,129,-293,4
1236000,-764,740,16624,129,-306,-5
1238000,-844,780,16628,115,-293,-16
1240000,-852,624,16668,128,-309,-10
1242000,-796,776,16636,94,-264,-1
1244000,-764,716,16552,114,-293,-27
1246000,-748,728,16588,126,-299,-8
1248000,-824,684,16648,106,-291,-25
1250000,-856,708,16744,96,-306,-11
1252000,-832,712,16640,117,-300,-44
1254000,-816,708,16616,90,-270,14
1256000,-812,696,16708,118,-269,1
1258000,-804,796,16672,115,-299,-5
1260000,-764,768,16672,123,-297,-19
1262000,-840,748,16624,79,-311,-14
1264000,-796,712,16652,147,-315,-47
1266000,-836,740,16604,95,-287,-9
1268000,-824,696,16632,124,-272,-14
1270004,-780,724,16696,113,-303,-17
1272000,-756,732,16656,135,-302,-12
1274000,-736,712,16660,102,-292,-27
1276000,-796,716,16680,114,-318,-12
1278000,-816,668,16672,136,-281,-2
1280000,-784,676,16656,121,-293,-38
1282000,-788,716,16656,143,-329,-4
1284004,-792,788,16684,130,-290,-2
1286004,-732,676,16616,99,-285,-25
1288000,-788,708,16688,113,-282,-1
1290000,-828,632,16676,109,-303,-4
1292000,-712,680,16620,102,-297,2
1294000,-724,720,16656,132,-290,-9
1296000,-796,688,16648,139,-316,-13
1298000,-776,672,16756,109,-291,-26
1300000,-808,700,16608,122,-246,-25
1302000,-740,716,16732,96,-309,-19
1304000,-788,736,16624,117,-283,-6
1306000,-764,676,16560,99,-280,-11
1308000,-808,720,16644,120,-297,-7
1310000,-840,648,16676,108,-301,-15
1312000,-808,772,16652,118,-278,-3
1314000,-812,692,16732,131,-283,-6
1316000,-864,732,16664,113,-298,-16
1318000,-808,716,16676,96,-331,3
1320000,-804,652,16688,104,-284,-40
1322000,-844,700,16652,131,-284,-2
1324000,-808,692,16656,118,-282,-30
1326000,-812,696,16672,116,-300,-37
1328000,-800,724,16616,125,-303,13
1330000,-768,748,16700,126,-286,-19
1332000,-860,728,16620,90,-318,-25
1334000,-784,708,16744,161,-284,-54
1336000,-808,656,16632,132,-324,-11
1338000,-804,684,16516,100,-275,-43
1340004,-784,740,16624,90,-248,-34
1342000,-824,688,16696,125,-300,-27
1344000,-864,708,16612,95,-284,-46
1346000,-784,716,16604,105,-284,-22
1348000,-800,736,16724,94,-296,-7
1350000,-752,768,16704,100,-298,-34
1352000,-764,772,16660,140,-301,5
1354000,-828,768,16572,123,-254,-47
1356000,-784,764,16640,115,-295,11
1358000,-828,680,16696,94,-303,-10
1360000,-820,700,16620,123,-295,-34
1362000,-796,684,16616,131,-301,-39
1364000,-784,768,16740,137,-259,-37
1366000,-720,704,16756,149,-272,-11
1368000,-784,744,16660,108,-300,-28
1370000,-764,704,16684,127,-296,0
1372000,-856,744,16548,131,-293,-8
1374000,-784,780,16728,114,-309,-33
1376004,-824,720,16576,119,-301,10
1378000,-808,684,16708,116,-340,-34
1380000,-776,716,16652,113,-277,-30
1382000,-808,676,16660,98,-300,6
1384000,-836,708,16672,137,-291,9
1386000,-724,716,16656,91,-312,-8
1388000,-804,680,16640,95,-282,-46
1390000,-780,772,16616,110,-316,-37
1392000,-872,684,16648,106,-265,-5
1394000,-764,728,16624,108,-313,-26
1396000,-816,756,16676,113,-261,-35
1398000,-788,708,16660,90,-290,-21
1400000,-752,740,16656,104,-295,17
1402000,-804,708,16720,106,-306,-50
1404000,-760,688,16632,144,-275,-11
1406000,-788,720,16728,98,-268,-17
1408000,-772,768,16544,124,-284,-14
1410000,-804,740,16660,123,-306,-18
1412000,-780,748,16604,106,-257,-23
1414000,-812,756,16648,127,-296,1
1416000,-824,708,16692,111,-306,3
1418000,-756,700,16712,134,-275,-27
1420000,-756,712,16732,141,-281,-11
1422000,-864,760,16628,112,-304,-12
1424000,-780,736,16684,178,-318,-31
1426000,-844,784,16704,83,-300,1
1428000,-776,744,16608,144,-302,-39
1430000,-796,736,16620,119,-324,-21
1432000,-780,708,16720,109,-309,-53
1434000,-852,720,16664,120,-300,-19
1436000,-856,736,16624,123,-307,-11
1438000,-768,748,16640,101,-294,-8
1440000,-748,716,16696,107,-286,-28
1442000,-720,724,16604,127,-262,-37
1444000,-804,704,16656,145,-281,0
1446000,-844,716,16628,137,-290,-46
1448000,-768,664,16692,116,-289,-16
1450000,-760,712,16584,93,-306,-32
1452004,-792,768,16756,106,-339,-17
1454000,-784,736,16660,123,-294,-10
1456000,-824,748,16724,113,-276,-5
