micros,ax,ay,az,gx,gy,gz
728000,-120,-792,17132,-886,-1025,254
730000,-208,-788,17100,-851,-987,336
732000,-180,-760,17080,-868,-989,324
734004,-208,-644,17096,-812,-922,351
736000,-152,-664,16904,-815,-870,391
738000,-140,-592,16908,-813,-796,399
740000,-120,-580,16968,-802,-691,427
742000,-148,-508,16944,-836,-585,469
744004,-84,-480,16952,-821,-494,455
746000,-32,-360,16792,-829,-394,514
748000,-28,-472,16912,-852,-279,566
750000,28,-352,16856,-864,-165,583
752000,144,-324,16824,-877,-24,623
754000,212,-368,16848,-887,56,672
756000,220,-380,16936,-910,168,689
758000,312,-428,16960,-958,243,710
760000,348,-396,17008,-980,289,715
762000,416,-392,16992,-976,359,742
764000,508,-452,17000,-1022,367,781
766000,584,-480,17060,-1035,403,779
768000,632,-356,17016,-1071,423,808
770000,696,-452,17072,-1159,394,828
772000,768,-404,17160,-1142,318,851
774000,836,-428,17136,-1199,308,863
776000,992,-440,17200,-1229,238,863
778000,988,-424,17216,-1275,221,883
780000,1044,-468,17104,-1278,158,885
782000,972,-464,17284,-1241,30,858
784000,1052,-488,17356,-1328,-6,885
786000,1052,-480,17396,-1358,-48,835
788000,1100,-500,17440,-1383,-198,808
790000,1116,-448,17476,-1388,-279,802
792000,1224,-436,17468,-1417,-386,818
794000,1184,-356,17536,-1396,-482,778
796000,1236,-436,17584,-1432,-554,758
798004,1252,-368,17632,-1400,-643,763
800000,1228,-388,17752,-1410,-761,706
802000,1248,-528,17684,-1408,-833,691
804000,1300,-504,17780,-1414,-908,641
806000,1264,-552,17788,-1324,-928,610
808000,1260,-560,17844,-1377,-1000,614
810004,1240,-624,17880,-1365,-1033,572
812000,1228,-596,17888,-1345,-1108,551
814000,1260,-596,18040,-1320,-1163,538
816000,1172,-624,18044,-1284,-1242,506
818000,1268,-656,18028,-1260,-1280,504
820000,1300,-624,18108,-1243,-1314,511
822000,1356,-712,18140,-1198,-1360,467
824000,1416,-748,18092,-1186,-1417,496
826000,1436,-764,18184,-1149,-1434,458
828000,1456,-828,18120,-1104,-1484,452
830000,1568,-772,18200,-1107,-1542,489
832000,1512,-728,18304,-1054,-1550,460
834000,1580,-764,18372,-1037,-1641,379
836000,1724,-752,18320,-1020,-1682,417
838000,1812,-764,18148,-974,-1694,406
840000,1832,-760,18196,-937,-1693,338
842000,2048,-720,18240,-929,-1704,296
844000,2096,-688,18260,-858,-1692,229
846000,2196,-680,18300,-810,-1732,165
848000,2216,-716,18256,-776,-1733,127
850000,2292,-740,18296,-748,-1720,-12
852000,2352,-780,18200,-708,-1772,-105
854000,2392,-756,18168,-712,-1715,-191
856000,2428,-632,17988,-667,-1653,-314
858004,2528,-684,18088,-598,-1634,-427
860000,2588,-712,18132,-537,-1583,-597
862004,2556,-592,17952,-505,-1550,-739
864000,2616,-716,17980,-522,-1457,-870
866000,2592,-704,18004,-454,-1414,-1004
868000,2552,-680,17964,-395,-1352,-1148
870000,2628,-668,18032,-389,-1246,-1285
872004,2608,-668,17824,-341,-1149,-1442
874000,2552,-616,17796,-317,-1040,-1587
876000,2608,-576,17840,-291,-945,-1733
878000,2588,-672,17720,-183,-869,-1908
880000,2512,-668,17768,-169,-708,-2072
882000,2492,-676,17584,-105,-633,-2200
884000,2528,-712,17600,-70,-526,-2409
886000,2520,-664,17632,-68,-369,-2544
888000,2436,-740,17520,3,-231,-2720
890000,2416,-728,17476,29,-128,-2903
892000,2372,-756,17416,78,65,-3029
894000,2300,-756,17432,82,158,-3204
896000,2248,-688,17420,107,278,-3375
898000,2260,-664,17328,120,381,-3513
900000,2188,-664,17264,149,513,-3676
902000,2124,-600,17208,155,631,-3809
904000,2060,-532,17128,186,780,-3953
906000,1948,-516,17180,245,911,-4100
908000,1904,-404,17072,219,1009,-4246
910000,1840,-396,17156,210,1086,-4364
912000,1764,-376,17184,228,1208,-4473
914000,1700,-380,17068,264,1311,-4641
916000,1688,-364,17040,253,1356,-4729
918000,1548,-292,17028,302,1440,-4822
920000,1552,-380,17044,302,1563,-4919
922000,1540,-324,17136,243,1609,-5007
924000,1412,-260,17084,244,1760,-5085
926004,1320,-244,17084,236,1837,-5178
928000,1260,-272,17040,248,1929,-5259
930000,1096,-280,17208,282,1992,-5265
932000,1144,-196,17260,234,2093,-5341
934000,1064,-228,17248,241,2147,-5393
936000,996,-220,17212,264,2206,-5466
938004,960,-260,17312,289,2303,-5501
940000,856,-248,17276,369,2334,-5534
942000,864,-304,17304,379,2386,-5559
944000,764,-312,17372,426,2419,-5553
946000,708,-336,17348,456,2411,-5599
948000,672,-340,17436,529,2401,-5588
950000,756,-336,17448,588,2352,-5599
952000,668,-388,17420,620,2289,-5587
954000,712,-396,17516,687,2275,-5598
956000,616,-376,17416,747,2231,-5600
958000,624,-420,17360,821,2156,-5599
960000,540,-400,17388,881,2086,-5576
962000,564,-396,17376,908,2026,-5603
964000,536,-340,17412,999,1944,-5613
966000,576,-264,17408,1035,1823,-5603
968000,516,-272,17460,1061,1792,-5580
970000,440,-196,17272,1166,1673,-5591
972000,504,-136,17244,1169,1605,-5585
974000,452,-168,17204,1268,1481,-5607
976000,472,-84,17172,1301,1429,-5626
978000,460,-40,17092,1351,1280,-5607
980000,432,-40,17204,1359,1175,-5633
982000,388,-60,17256,1429,1078,-5668
984000,396,-84,17184,1392,1015,-5639
986004,408,-52,17056,1439,873,-5706
988000,372,52,17100,1441,770,-5703
990004,388,52,17032,1387,692,-5743
992004,392,112,16996,1430,617,-5727
994000,404,148,16952,1409,551,-5718
996000,368,188,16928,1349,516,-5746
998004,228,156,17108,1342,449,-5782
1000000,336,140,17024,1317,410,-5782
1002000,344,108,16816,1248,404,-5832
1004000,280,116,16832,1231,355,-5854
1006000,272,204,16872,1157,385,-5841
1008000,264,264,16760,1078,311,-5892
1010000,248,300,16840,1062,304,-5922
1012000,164,360,16916,981,326,-5883
1014000,196,348,16908,915,311,-5882
1016000,140,404,16868,865,331,-5889
1018000,132,460,16976,764,281,-5874
1020000,56,400,17016,677,269,-5839
1022000,28,420,17032,668,299,-5857
1024000,-12,460,17104,564,228,-5818
1026000,-28,464,17040,494,175,-5731
1028000,-40,400,17096,413,159,-5697
1030000,-88,360,17132,367,133,-5668
1032000,-152,328,17132,305,109,-5585
1034000,-136,328,17152,234,66,-5530
1036000,-168,292,17220,216,22,-5487
1038000,-100,300,17192,177,-39,-5433
1040000,-192,244,17340,107,-73,-5362
1042000,-140,236,17208,92,-167,-5248
1044000,-96,232,17232,9,-197,-5225
1046000,-88,152,17260,-10,-275,-5122
1048000,-156,152,17284,-44,-353,-5073
1050000,-84,68,17268,-54,-434,-4975
1052000,-76,104,17280,-23,-525,-4926
1054000,-64,28,17480,-67,-585,-4852
1056000,-12,8,17308,-55,-646,-4779
1058000,52,-12,17252,-62,-744,-4755
1060000,136,-112,17244,-84,-800,-4675
1062000,160,-100,17188,-88,-893,-4653
1064000,148,-136,17084,-69,-993,-4651
1066004,216,-208,17080,-64,-1035,-4604
1068000,296,-140,17196,-43,-1086,-4592
1070000,248,-100,17008,-64,-1148,-4594
1072000,384,-144,17068,-52,-1217,-4557
1074000,380,-60,16976,-55,-1285,-4577
1076000,416,-28,17008,-32,-1389,-4538
1078000,512,-124,16916,-25,-1436,-4555
1080000,488,-72,16844,-5,-1516,-4590
1082000,528,-88,16992,12,-1606,-4614
1084000,572,-152,16808,4,-1667,-4647
1086000,684,-112,16824,6,-1736,-4653
1088000,728,-104,16840,27,-1794,-4712
1090000,648,-132,16784,17,-1866,-4716
1092000,736,-152,16644,13,-1937,-4768
1094000,680,-168,16680,68,-1948,-4827
1096000,676,-204,16680,-11,-2009,-4881
1098000,684,-232,16660,-10,-2073,-4938
1100000,716,-136,16560,-10,-2067,-4979
1102000,784,-108,16564,-56,-2100,-5020
1104000,772,-112,16668,-84,-2105,-5060
1106000,776,-132,16656,-119,-2094,-5123
1108000,752,-60,16604,-130,-2055,-5180
1110000,688,-56,16508,-176,-2066,-5261
1112000,732,-88,16576,-207,-2031,-5319
1114004,704,-84,16616,-258,-2046,-5380
1116000,668,-112,16616,-264,-1966,-5438
1118004,632,-60,16488,-357,-1884,-5496
1120000,716,-4,16572,-446,-1832,-5574
1122000,632,-52,16628,-427,-1758,-5631
1124000,536,8,16696,-470,-1738,-5682
1126000,512,88,16636,-542,-1673,-5762
1128004,524,100,16656,-590,-1607,-5803
1130000,500,136,16700,-650,-1568,-5877
1132000,436,156,16676,-647,-1509,-5891
1134000,468,68,16744,-680,-1430,-5956
1136000,452,92,16744,-737,-1411,-6000
1138000,448,52,16724,-729,-1324,-6048
1140000,344,108,16748,-774,-1306,-6111
1142000,464,88,16764,-787,-1240,-6147
1144000,420,108,16700,-831,-1183,-6198
1146004,444,108,16760,-806,-1154,-6260
1148000,412,60,16752,-837,-1148,-6313
1150000,392,212,16760,-798,-1122,-6381
1152000,404,108,16688,-789,-1089,-6417
1154000,364,200,16840,-761,-1069,-6486
1156000,388,164,16800,-735,-1082,-6543
1158000,464,168,16816,-701,-1063,-6587
1160000,388,180,16832,-692,-1045,-6645
1162000,416,160,16752,-630,-1057,-6727
1164000,412,176,16840,-587,-1046,-6764
1166000,440,168,16792,-578,-1051,-6805
1168000,436,144,16760,-525,-1035,-6887
1170000,420,132,16864,-469,-1071,-6971
1172000,432,200,16756,-430,-1060,-7015
1174000,468,132,16668,-353,-1023,-7073
1176000,428,156,16692,-302,-1013,-7138
1178000,388,236,16676,-225,-1017,-7200
1180004,384,232,16632,-209,-1008,-7282
1182000,420,232,16632,-117,-979,-7335
1184000,408,232,16628,-33,-944,-7385
1186000,448,232,16576,45,-969,-7483
1188004,372,200,16456,110,-908,-7526
1190000,412,220,16508,226,-925,-7613
1192000,392,228,16520,288,-872,-7654
1194004,320,176,16384,375,-822,-7743
1196000,376,168,16396,460,-776,-7807
1198000,272,272,16320,559,-781,-7856
1200000,172,256,16296,570,-767,-7929
1202000,140,204,16324,706,-737,-7970
1204000,196,264,16236,776,-706,-8033
1206000,108,300,16300,892,-694,-8049
1208004,44,368,16076,934,-719,-8088
1210000,-36,412,16044,1021,-676,-8133
1212000,-88,312,15944,1075,-713,-8154
1214000,-104,340,15848,1136,-724,-8185
1216004,-168,400,15788,1140,-692,-8182
1218000,-180,444,15848,1228,-733,-8200
1220000,-260,452,15776,1237,-731,-8197
1222000,-272,448,15740,1274,-747,-8193
1224004,-284,488,15748,1282,-815,-8171
1226000,-308,512,15680,1273,-878,-8172
1228000,-332,492,15788,1310,-880,-8154
1230000,-200,540,15780,1250,-949,-8184
1232000,-176,592,15732,1266,-969,-8143
1234000,-196,572,15636,1223,-992,-8128
1236000,-140,592,15748,1242,-1038,-8126
1238000,-100,604,15720,1179,-1134,-8115
1240000,-72,700,15724,1118,-1182,-8132
1242000,36,620,15748,1084,-1228,-8090
1244000,20,668,15616,1005,-1308,-8126
1246004,100,676,15644,948,-1344,-8131
1248000,176,704,15700,941,-1385,-8162
1250000,208,688,15776,863,-1466,-8140
1252000,140,624,15620,829,-1524,-8191
1254004,196,728,15652,778,-1569,-8224
1256000,276,648,15748,741,-1602,-8224
1258000,240,692,15728,689,-1675,-8296
1260000,244,672,15644,630,-1679,-8343
1262000,236,708,15660,598,-1718,-8374
1264000,288,656,15700,555,-1732,-8389
1266000,220,644,15636,545,-1706,-8438
1268000,192,704,15676,507,-1755,-8497
1270000,148,632,15612,484,-1711,-8540
1272000,212,632,15532,464,-1677,-8593
1274000,156,496,15604,432,-1670,-8615
1276000,220,604,15648,428,-1629,-8651
1278000,152,512,15592,408,-1601,-8759
1280000,84,516,15592,392,-1561,-8766
1282000,72,564,15436,386,-1555,-8831
1284000,100,540,15548,357,-1447,-8898
1286000,28,532,15376,303,-1437,-8939
1288000,64,524,15492,300,-1390,-8978
1290000,68,640,15460,264,-1361,-9066
1292000,-980,840,16448,295,-1325,-9097
1294000,-492,1496,13496,42,-1253,-9013
1296000,-416,1128,14748,-178,-1176,-9040
1298000,-224,592,14316,-279,-1152,-9085
1300000,-384,368,15888,-283,-1067,-9156
1302000,-60,160,15380,-268,-1068,-9259
1304000,52,168,15896,-336,-1092,-9361
